"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 12 09:19:00 GMT 2024","Mon Aug 12 09:19:08 GMT 2024","8061","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Aug 12 09:18:47 GMT 2024","Mon Aug 12 09:18:51 GMT 2024","3806","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 101, one of the limit invalid values",""
"passed","Mon Aug 12 09:18:50 GMT 2024","Mon Aug 12 09:18:52 GMT 2024","2409","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Aug 12 09:18:42 GMT 2024","Mon Aug 12 09:18:45 GMT 2024","2967","chromium","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890",""
"failed","Mon Aug 12 09:19:26 GMT 2024","Mon Aug 12 09:19:27 GMT 2024","498","firefox","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Aug 12 09:19:04 GMT 2024","Mon Aug 12 09:19:08 GMT 2024","4109","chromium","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Aug 12 09:18:49 GMT 2024","Mon Aug 12 09:18:51 GMT 2024","1470","firefox","ContactHotel.spec.js","Room management","","","Empty message field",""
"passed","Mon Aug 12 09:19:15 GMT 2024","Mon Aug 12 09:19:20 GMT 2024","5673","firefox","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Aug 12 09:18:43 GMT 2024","Mon Aug 12 09:18:47 GMT 2024","3484","chromium","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
"passed","Mon Aug 12 09:18:48 GMT 2024","Mon Aug 12 09:18:51 GMT 2024","3401","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 20, one of the limit invalid values",""
"passed","Mon Aug 12 09:18:47 GMT 2024","Mon Aug 12 09:18:50 GMT 2024","3369","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 4, one of the limit invalid values",""
