"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 15:15:14 GMT 2023","Mon Nov 06 15:15:15 GMT 2023","1547","chromium","CreateAndBookRoomAPI.spec.js","Create and book room API test","","","Create and book room",""
"failed","Mon Nov 06 15:15:07 GMT 2023","Mon Nov 06 15:15:08 GMT 2023","1433","chromium","Authentication.spec.js","Authentication page","","","Login with wrong password",""
"passed","Mon Nov 06 15:14:52 GMT 2023","Mon Nov 06 15:14:58 GMT 2023","5790","chromium","EditRoom.spec.js","Edit room test","","","Edit room",""
"passed","Mon Nov 06 15:14:51 GMT 2023","Mon Nov 06 15:14:53 GMT 2023","2131","chromium","example.spec.js","","","","has title",""
"passed","Mon Nov 06 15:15:00 GMT 2023","Mon Nov 06 15:15:09 GMT 2023","8615","firefox","EditRoom.spec.js","Edit room test","","","Edit room",""
"failed","Mon Nov 06 15:15:06 GMT 2023","Mon Nov 06 15:15:08 GMT 2023","1443","chromium","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Nov 06 15:15:25 GMT 2023","Mon Nov 06 15:15:29 GMT 2023","3700","chromium","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"failed","Mon Nov 06 15:15:06 GMT 2023","Mon Nov 06 15:15:08 GMT 2023","1367","chromium","Authentication.spec.js","Authentication page","","","Successfull login",""
"passed","Mon Nov 06 15:15:00 GMT 2023","Mon Nov 06 15:15:08 GMT 2023","7848","firefox","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Nov 06 15:14:59 GMT 2023","Mon Nov 06 15:15:02 GMT 2023","3220","firefox","example.spec.js","","","","has title",""
"failed","Mon Nov 06 15:15:25 GMT 2023","Mon Nov 06 15:15:32 GMT 2023","6268","firefox","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"failed","Mon Nov 06 15:15:26 GMT 2023","Mon Nov 06 15:15:31 GMT 2023","5986","firefox","Authentication.spec.js","Authentication page","","","Login with wrong password",""
"failed","Mon Nov 06 15:15:25 GMT 2023","Mon Nov 06 15:15:32 GMT 2023","6769","firefox","Authentication.spec.js","Authentication page","","","Successfull login",""
"passed","Mon Nov 06 15:15:10 GMT 2023","Mon Nov 06 15:15:14 GMT 2023","4096","chromium","CreateRoom.spec.js","Create room test","","","Create room",""
"passed","Mon Nov 06 15:15:02 GMT 2023","Mon Nov 06 15:15:04 GMT 2023","2014","firefox","example.spec.js","","","","get started link",""
"passed","Mon Nov 06 15:14:53 GMT 2023","Mon Nov 06 15:14:56 GMT 2023","2638","chromium","example.spec.js","","","","get started link",""
