"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 09:18:55 GMT 2024","Mon Jun 10 09:18:55 GMT 2024","553","chromium","example.spec.js","","","","has title",""
"passed","Mon Jun 10 09:18:57 GMT 2024","Mon Jun 10 09:18:59 GMT 2024","2271","firefox","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty room name",""
"passed","Mon Jun 10 09:18:52 GMT 2024","Mon Jun 10 09:18:55 GMT 2024","3086","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty room name",""
"passed","Mon Jun 10 09:18:38 GMT 2024","Mon Jun 10 09:18:42 GMT 2024","3778","firefox","ContactHotel.spec.js","Room management","","","Empty email field",""
"passed","Mon Jun 10 09:18:59 GMT 2024","Mon Jun 10 09:19:04 GMT 2024","5266","firefox","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Jun 10 09:18:31 GMT 2024","Mon Jun 10 09:18:42 GMT 2024","10371","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2001, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:38 GMT 2024","Mon Jun 10 09:18:40 GMT 2024","2506","chromium","ContactHotel.spec.js","Room management","","","Empty message field",""
"passed","Mon Jun 10 09:18:46 GMT 2024","Mon Jun 10 09:18:50 GMT 2024","3789","firefox","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890123456789012",""
"passed","Mon Jun 10 09:18:55 GMT 2024","Mon Jun 10 09:18:59 GMT 2024","4084","chromium","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Jun 10 09:18:48 GMT 2024","Mon Jun 10 09:18:52 GMT 2024","3628","chromium","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Jun 10 09:18:40 GMT 2024","Mon Jun 10 09:18:43 GMT 2024","3099","chromium","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890",""
"passed","Mon Jun 10 09:18:52 GMT 2024","Mon Jun 10 09:18:55 GMT 2024","2621","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Jun 10 09:18:38 GMT 2024","Mon Jun 10 09:18:42 GMT 2024","3910","firefox","ContactHotel.spec.js","Room management","","","Empty name field",""
"passed","Mon Jun 10 09:18:44 GMT 2024","Mon Jun 10 09:18:49 GMT 2024","4702","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 20, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:53 GMT 2024","Mon Jun 10 09:18:58 GMT 2024","4263","firefox","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Jun 10 09:18:50 GMT 2024","Mon Jun 10 09:18:52 GMT 2024","2626","chromium","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Jun 10 09:18:31 GMT 2024","Mon Jun 10 09:18:35 GMT 2024","3889","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 19, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:43 GMT 2024","Mon Jun 10 09:18:47 GMT 2024","3212","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 4, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:50 GMT 2024","Mon Jun 10 09:18:54 GMT 2024","4220","firefox","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 123456789012345678901",""
"passed","Mon Jun 10 09:18:35 GMT 2024","Mon Jun 10 09:18:44 GMT 2024","8863","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:32 GMT 2024","Mon Jun 10 09:18:37 GMT 2024","4391","firefox","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Jun 10 09:18:37 GMT 2024","Mon Jun 10 09:18:40 GMT 2024","3269","chromium","ContactHotel.spec.js","Room management","","","Empty subject field",""
"passed","Mon Jun 10 09:18:49 GMT 2024","Mon Jun 10 09:18:53 GMT 2024","4628","firefox","CreateRoom.spec.js","Room management","","","Create room #2 of type Twin and price 150 successfully @sanity",""
"passed","Mon Jun 10 09:18:45 GMT 2024","Mon Jun 10 09:18:50 GMT 2024","4344","firefox","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890",""
"passed","Mon Jun 10 09:18:54 GMT 2024","Mon Jun 10 09:18:57 GMT 2024","3312","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Jun 10 09:18:33 GMT 2024","Mon Jun 10 09:18:37 GMT 2024","3442","chromium","ContactHotel.spec.js","Room management","","","Empty name field",""
"failed","Mon Jun 10 09:18:48 GMT 2024","Mon Jun 10 09:18:50 GMT 2024","1439","chromium","CreateAndBookRoomAPI.spec.js","Create and book room API test","","","Create and book room",""
"passed","Mon Jun 10 09:18:44 GMT 2024","Mon Jun 10 09:18:49 GMT 2024","4214","firefox","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Jun 10 09:18:40 GMT 2024","Mon Jun 10 09:18:43 GMT 2024","3307","chromium","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890123456789012",""
"passed","Mon Jun 10 09:18:42 GMT 2024","Mon Jun 10 09:18:46 GMT 2024","3777","firefox","ContactHotel.spec.js","Room management","","","Empty phone field",""
"passed","Mon Jun 10 09:18:47 GMT 2024","Mon Jun 10 09:18:50 GMT 2024","2812","chromium","CreateRoom.spec.js","Room management","","","Create room #3 of type Double and price 200 successfully @sanity",""
"passed","Mon Jun 10 09:19:01 GMT 2024","Mon Jun 10 09:19:03 GMT 2024","1745","firefox","example.spec.js","","","","get started link",""
"passed","Mon Jun 10 09:18:37 GMT 2024","Mon Jun 10 09:18:40 GMT 2024","3374","chromium","ContactHotel.spec.js","Room management","","","Empty phone field",""
"passed","Mon Jun 10 09:18:32 GMT 2024","Mon Jun 10 09:18:37 GMT 2024","4690","firefox","Authentication.spec.js","Authentication page","","","Login with wrong password",""
"passed","Mon Jun 10 09:18:33 GMT 2024","Mon Jun 10 09:18:38 GMT 2024","4585","chromium","ContactHotel.spec.js","Room management","","","Fill and submit contact form successfully @sanity",""
"passed","Mon Jun 10 09:18:31 GMT 2024","Mon Jun 10 09:18:36 GMT 2024","5096","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 19, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:50 GMT 2024","Mon Jun 10 09:18:53 GMT 2024","3686","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 4, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:50 GMT 2024","Mon Jun 10 09:18:54 GMT 2024","4056","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 101, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:42 GMT 2024","Mon Jun 10 09:18:46 GMT 2024","4089","firefox","ContactHotel.spec.js","Room management","","","Empty subject field",""
"passed","Mon Jun 10 09:18:26 GMT 2024","Mon Jun 10 09:18:32 GMT 2024","5396","chromium","Authentication.spec.js","Authentication page","","","Login with wrong password",""
"passed","Mon Jun 10 09:18:49 GMT 2024","Mon Jun 10 09:18:53 GMT 2024","3746","firefox","CreateRoom.spec.js","Room management","","","Create room #3 of type Double and price 200 successfully @sanity",""
"passed","Mon Jun 10 09:18:26 GMT 2024","Mon Jun 10 09:18:32 GMT 2024","5419","chromium","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Jun 10 09:18:40 GMT 2024","Mon Jun 10 09:18:44 GMT 2024","3385","chromium","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
"passed","Mon Jun 10 09:18:44 GMT 2024","Mon Jun 10 09:18:47 GMT 2024","2911","chromium","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Jun 10 09:18:31 GMT 2024","Mon Jun 10 09:18:41 GMT 2024","10102","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2001, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:52 GMT 2024","Mon Jun 10 09:18:57 GMT 2024","4906","chromium","EditRoom.spec.js","Edit room test","","","Edit room",""
"passed","Mon Jun 10 09:18:47 GMT 2024","Mon Jun 10 09:18:49 GMT 2024","2765","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Jun 10 09:19:00 GMT 2024","Mon Jun 10 09:19:01 GMT 2024","1025","firefox","example.spec.js","","","","has title",""
"passed","Mon Jun 10 09:18:53 GMT 2024","Mon Jun 10 09:18:57 GMT 2024","3092","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 5, one of the limit values",""
"passed","Mon Jun 10 09:18:44 GMT 2024","Mon Jun 10 09:18:47 GMT 2024","3548","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 101, one of the limit invalid values",""
"failed","Mon Jun 10 09:18:54 GMT 2024","Mon Jun 10 09:18:58 GMT 2024","3895","firefox","CreateAndBookRoomAPI.spec.js","Create and book room API test","","","Create and book room",""
"passed","Mon Jun 10 09:18:43 GMT 2024","Mon Jun 10 09:18:46 GMT 2024","2994","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 20, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:32 GMT 2024","Mon Jun 10 09:18:37 GMT 2024","4884","firefox","Authentication.spec.js","Authentication page","","","Successfull login @sanity",""
"passed","Mon Jun 10 09:18:42 GMT 2024","Mon Jun 10 09:18:45 GMT 2024","2917","firefox","ContactHotel.spec.js","Room management","","","Empty message field",""
"passed","Mon Jun 10 09:19:00 GMT 2024","Mon Jun 10 09:19:07 GMT 2024","6245","firefox","EditRoom.spec.js","Edit room test","","","Edit room",""
"passed","Mon Jun 10 09:18:36 GMT 2024","Mon Jun 10 09:18:44 GMT 2024","8008","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Jun 10 09:18:58 GMT 2024","Mon Jun 10 09:19:00 GMT 2024","2889","firefox","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Jun 10 09:18:53 GMT 2024","Mon Jun 10 09:18:57 GMT 2024","4102","firefox","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
