"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 27 10:51:18 GMT 2023","Mon Nov 27 10:51:21 GMT 2023","2945","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 5, one of the limit values",""
"passed","Mon Nov 27 10:50:30 GMT 2023","Mon Nov 27 10:50:35 GMT 2023","4706","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Nov 27 10:50:38 GMT 2023","Mon Nov 27 10:50:46 GMT 2023","7946","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Nov 27 10:50:38 GMT 2023","Mon Nov 27 10:50:44 GMT 2023","6403","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 19, one of the limit invalid values",""
"passed","Mon Nov 27 10:50:50 GMT 2023","Mon Nov 27 10:50:51 GMT 2023","1083","chromium","example.spec.js","","","","has title",""
"passed","Mon Nov 27 10:50:56 GMT 2023","Mon Nov 27 10:51:01 GMT 2023","4715","firefox","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Nov 27 10:50:46 GMT 2023","Mon Nov 27 10:50:49 GMT 2023","2485","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty room name @sanity",""
"passed","Mon Nov 27 10:51:14 GMT 2023","Mon Nov 27 10:51:18 GMT 2023","4519","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 4, one of the limit invalid values",""
"passed","Mon Nov 27 10:50:38 GMT 2023","Mon Nov 27 10:50:53 GMT 2023","15320","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2001, one of the limit invalid values",""
"passed","Mon Nov 27 10:51:10 GMT 2023","Mon Nov 27 10:51:12 GMT 2023","2055","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 5, one of the limit values",""
