"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 25 09:14:40 GMT 2024","Mon Mar 25 09:14:43 GMT 2024","2406","chromium","ContactHotel.spec.js","Room management","","","Empty message field",""
"passed","Mon Mar 25 09:14:48 GMT 2024","Mon Mar 25 09:14:51 GMT 2024","3211","chromium","CreateRoom.spec.js","Room management","","","Create room #3 of type Double and price 200 successfully @sanity",""
"passed","Mon Mar 25 09:14:42 GMT 2024","Mon Mar 25 09:14:45 GMT 2024","2961","chromium","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Mar 25 09:14:50 GMT 2024","Mon Mar 25 09:14:54 GMT 2024","3678","chromium","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Mar 25 09:14:45 GMT 2024","Mon Mar 25 09:14:48 GMT 2024","2759","chromium","CreateRoom.spec.js","Room management","","","Create room #2 of type Twin and price 150 successfully @sanity",""
"passed","Mon Mar 25 09:14:53 GMT 2024","Mon Mar 25 09:14:56 GMT 2024","2762","firefox","ContactHotel.spec.js","Room management","","","Empty subject field",""
"passed","Mon Mar 25 09:15:08 GMT 2024","Mon Mar 25 09:15:12 GMT 2024","3184","firefox","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty room name",""
"passed","Mon Mar 25 09:14:43 GMT 2024","Mon Mar 25 09:14:47 GMT 2024","3645","chromium","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
"passed","Mon Mar 25 09:14:32 GMT 2024","Mon Mar 25 09:14:35 GMT 2024","3037","chromium","Authentication.spec.js","Authentication page","","","Successfull login @sanity",""
"passed","Mon Mar 25 09:14:49 GMT 2024","Mon Mar 25 09:14:52 GMT 2024","2700","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 5, one of the limit values",""
"passed","Mon Mar 25 09:15:06 GMT 2024","Mon Mar 25 09:15:17 GMT 2024","11248","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Mar 25 09:15:09 GMT 2024","Mon Mar 25 09:15:12 GMT 2024","3497","firefox","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Mar 25 09:14:59 GMT 2024","Mon Mar 25 09:15:03 GMT 2024","3401","firefox","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
"passed","Mon Mar 25 09:15:04 GMT 2024","Mon Mar 25 09:15:08 GMT 2024","4461","firefox","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Mar 25 09:14:55 GMT 2024","Mon Mar 25 09:14:57 GMT 2024","1801","chromium","example.spec.js","","","","get started link",""
"passed","Mon Mar 25 09:14:54 GMT 2024","Mon Mar 25 09:14:58 GMT 2024","4056","chromium","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Mar 25 09:14:46 GMT 2024","Mon Mar 25 09:14:50 GMT 2024","3497","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 4, one of the limit invalid values",""
"passed","Mon Mar 25 09:14:51 GMT 2024","Mon Mar 25 09:14:54 GMT 2024","3011","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Mar 25 09:14:36 GMT 2024","Mon Mar 25 09:14:40 GMT 2024","4000","chromium","ContactHotel.spec.js","Room management","","","Fill and submit contact form successfully @sanity",""
"passed","Mon Mar 25 09:14:53 GMT 2024","Mon Mar 25 09:14:58 GMT 2024","4236","chromium","EditRoom.spec.js","Edit room test","","","Edit room",""
"passed","Mon Mar 25 09:15:10 GMT 2024","Mon Mar 25 09:15:12 GMT 2024","2044","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
