"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 15 09:15:03 GMT 2024","Mon Apr 15 09:15:08 GMT 2024","4746","firefox","ContactHotel.spec.js","Room management","","","Empty name field",""
"passed","Mon Apr 15 09:15:12 GMT 2024","Mon Apr 15 09:15:25 GMT 2024","13202","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2001, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:58 GMT 2024","Mon Apr 15 09:15:59 GMT 2024","1328","chromium","example.spec.js","","","","get started link",""
"passed","Mon Apr 15 09:15:18 GMT 2024","Mon Apr 15 09:15:19 GMT 2024","1409","firefox","CreateAndBookRoomAPI.spec.js","Create and book room API test","","","Create and book room",""
"passed","Mon Apr 15 09:15:00 GMT 2024","Mon Apr 15 09:15:04 GMT 2024","4080","chromium","ContactHotel.spec.js","Room management","","","Empty subject field",""
"passed","Mon Apr 15 09:14:52 GMT 2024","Mon Apr 15 09:14:55 GMT 2024","3055","chromium","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Apr 15 09:14:57 GMT 2024","Mon Apr 15 09:15:02 GMT 2024","5107","firefox","Authentication.spec.js","Authentication page","","","Login with wrong password",""
"passed","Mon Apr 15 09:15:08 GMT 2024","Mon Apr 15 09:15:12 GMT 2024","4136","firefox","ContactHotel.spec.js","Room management","","","Empty phone field",""
"passed","Mon Apr 15 09:15:38 GMT 2024","Mon Apr 15 09:15:50 GMT 2024","11761","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2001, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:50 GMT 2024","Mon Apr 15 09:15:53 GMT 2024","3720","chromium","CreateRoom.spec.js","Room management","","","Create room #3 of type Double and price 200 successfully @sanity",""
"passed","Mon Apr 15 09:15:00 GMT 2024","Mon Apr 15 09:15:03 GMT 2024","3096","chromium","ContactHotel.spec.js","Room management","","","Empty phone field",""
"passed","Mon Apr 15 09:14:56 GMT 2024","Mon Apr 15 09:15:00 GMT 2024","3977","chromium","ContactHotel.spec.js","Room management","","","Fill and submit contact form successfully @sanity",""
"passed","Mon Apr 15 09:15:03 GMT 2024","Mon Apr 15 09:15:07 GMT 2024","3657","chromium","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890123456789012",""
"passed","Mon Apr 15 09:14:56 GMT 2024","Mon Apr 15 09:15:00 GMT 2024","4003","chromium","ContactHotel.spec.js","Room management","","","Empty name field",""
"passed","Mon Apr 15 09:15:06 GMT 2024","Mon Apr 15 09:15:09 GMT 2024","3452","chromium","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 123456789012345678901",""
"passed","Mon Apr 15 09:15:55 GMT 2024","Mon Apr 15 09:15:57 GMT 2024","2377","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Apr 15 09:15:44 GMT 2024","Mon Apr 15 09:15:48 GMT 2024","4261","chromium","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Apr 15 09:15:12 GMT 2024","Mon Apr 15 09:15:18 GMT 2024","5543","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 20, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:16 GMT 2024","Mon Apr 15 09:15:20 GMT 2024","4611","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 101, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:28 GMT 2024","Mon Apr 15 09:15:32 GMT 2024","3874","firefox","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Apr 15 09:15:12 GMT 2024","Mon Apr 15 09:15:16 GMT 2024","4163","firefox","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890123456789012",""
"passed","Mon Apr 15 09:15:53 GMT 2024","Mon Apr 15 09:15:56 GMT 2024","2532","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty room name",""
"passed","Mon Apr 15 09:15:20 GMT 2024","Mon Apr 15 09:15:24 GMT 2024","3330","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Apr 15 09:14:57 GMT 2024","Mon Apr 15 09:15:01 GMT 2024","4672","firefox","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Apr 15 09:15:09 GMT 2024","Mon Apr 15 09:15:12 GMT 2024","2882","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 5, one of the limit values",""
"passed","Mon Apr 15 09:15:32 GMT 2024","Mon Apr 15 09:15:37 GMT 2024","5234","firefox","EditRoom.spec.js","Edit room test","","","Edit room",""
"passed","Mon Apr 15 09:16:04 GMT 2024","Mon Apr 15 09:16:08 GMT 2024","3229","firefox","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Apr 15 09:15:38 GMT 2024","Mon Apr 15 09:15:39 GMT 2024","1183","firefox","example.spec.js","","","","get started link",""
"passed","Mon Apr 15 09:15:03 GMT 2024","Mon Apr 15 09:15:06 GMT 2024","3041","chromium","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890",""
"passed","Mon Apr 15 09:15:43 GMT 2024","Mon Apr 15 09:15:44 GMT 2024","1243","chromium","CreateAndBookRoomAPI.spec.js","Create and book room API test","","","Create and book room",""
"passed","Mon Apr 15 09:15:52 GMT 2024","Mon Apr 15 09:15:55 GMT 2024","2446","chromium","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Apr 15 09:14:52 GMT 2024","Mon Apr 15 09:14:55 GMT 2024","3194","chromium","Authentication.spec.js","Authentication page","","","Successfull login @sanity",""
"passed","Mon Apr 15 09:15:25 GMT 2024","Mon Apr 15 09:15:30 GMT 2024","4537","firefox","CreateRoom.spec.js","Room management","","","Create room #3 of type Double and price 200 successfully @sanity",""
"passed","Mon Apr 15 09:15:11 GMT 2024","Mon Apr 15 09:15:16 GMT 2024","4645","firefox","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890",""
"passed","Mon Apr 15 09:15:38 GMT 2024","Mon Apr 15 09:15:43 GMT 2024","4692","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 19, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:55 GMT 2024","Mon Apr 15 09:16:00 GMT 2024","4722","chromium","EditRoom.spec.js","Edit room test","","","Edit room",""
"passed","Mon Apr 15 09:15:52 GMT 2024","Mon Apr 15 09:15:55 GMT 2024","3378","chromium","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Apr 15 09:15:08 GMT 2024","Mon Apr 15 09:15:11 GMT 2024","3333","firefox","ContactHotel.spec.js","Room management","","","Empty message field",""
"passed","Mon Apr 15 09:15:42 GMT 2024","Mon Apr 15 09:15:52 GMT 2024","9975","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:00 GMT 2024","Mon Apr 15 09:15:03 GMT 2024","2252","chromium","ContactHotel.spec.js","Room management","","","Empty message field",""
"passed","Mon Apr 15 09:15:37 GMT 2024","Mon Apr 15 09:15:38 GMT 2024","808","firefox","example.spec.js","","","","has title",""
"passed","Mon Apr 15 09:14:57 GMT 2024","Mon Apr 15 09:15:02 GMT 2024","4973","firefox","Authentication.spec.js","Authentication page","","","Successfull login @sanity",""
"passed","Mon Apr 15 09:15:18 GMT 2024","Mon Apr 15 09:15:27 GMT 2024","9401","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:27 GMT 2024","Mon Apr 15 09:15:32 GMT 2024","4314","firefox","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Apr 15 09:14:57 GMT 2024","Mon Apr 15 09:15:00 GMT 2024","3469","chromium","ContactHotel.spec.js","Room management","","","Empty email field",""
"passed","Mon Apr 15 09:15:03 GMT 2024","Mon Apr 15 09:15:08 GMT 2024","4532","firefox","ContactHotel.spec.js","Room management","","","Empty email field",""
"passed","Mon Apr 15 09:15:38 GMT 2024","Mon Apr 15 09:15:42 GMT 2024","4416","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 20, one of the limit invalid values",""
"passed","Mon Apr 15 09:15:10 GMT 2024","Mon Apr 15 09:15:13 GMT 2024","2741","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Apr 15 09:15:48 GMT 2024","Mon Apr 15 09:15:52 GMT 2024","3851","chromium","CreateRoom.spec.js","Room management","","","Create room #2 of type Twin and price 150 successfully @sanity",""
"passed","Mon Apr 15 09:15:33 GMT 2024","Mon Apr 15 09:15:38 GMT 2024","4704","firefox","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Apr 15 09:14:52 GMT 2024","Mon Apr 15 09:14:55 GMT 2024","2991","chromium","Authentication.spec.js","Authentication page","","","Login with wrong password",""
"passed","Mon Apr 15 09:15:04 GMT 2024","Mon Apr 15 09:15:08 GMT 2024","3365","chromium","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
"passed","Mon Apr 15 09:15:19 GMT 2024","Mon Apr 15 09:15:23 GMT 2024","3942","firefox","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Apr 15 09:15:12 GMT 2024","Mon Apr 15 09:15:16 GMT 2024","4040","firefox","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
