"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 03 15:38:38 GMT 2023","Fri Nov 03 15:38:54 GMT 2023","15680","firefox","","Edit room test","","","Edit room",""
"passed","Fri Nov 03 15:38:30 GMT 2023","Fri Nov 03 15:38:39 GMT 2023","8437","chromium","","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Fri Nov 03 15:38:09 GMT 2023","Fri Nov 03 15:38:10 GMT 2023","998","chromium","","Create and book room API test","","","Create and book room",""
"passed","Fri Nov 03 15:38:30 GMT 2023","Fri Nov 03 15:38:33 GMT 2023","3113","chromium","","","","","get started link",""
"passed","Fri Nov 03 15:38:07 GMT 2023","Fri Nov 03 15:38:09 GMT 2023","2716","chromium","","Authentication page","","","Login with wrong password",""
"passed","Fri Nov 03 15:39:06 GMT 2023","Fri Nov 03 15:39:14 GMT 2023","8441","firefox","","Authentication page","","","Successfull login",""
"passed","Fri Nov 03 15:38:59 GMT 2023","Fri Nov 03 15:39:07 GMT 2023","7859","firefox","","Create room test","","","Create room",""
"passed","Fri Nov 03 15:38:36 GMT 2023","Fri Nov 03 15:38:43 GMT 2023","6538","firefox","","","","","has title",""
"passed","Fri Nov 03 15:38:43 GMT 2023","Fri Nov 03 15:38:48 GMT 2023","5845","firefox","","","","","get started link",""
"passed","Fri Nov 03 15:38:30 GMT 2023","Fri Nov 03 15:38:39 GMT 2023","8423","chromium","","Edit room test","","","Edit room",""
"passed","Fri Nov 03 15:39:08 GMT 2023","Fri Nov 03 15:39:13 GMT 2023","4977","firefox","","Create and book room API test","","","Create and book room",""
"passed","Fri Nov 03 15:38:38 GMT 2023","Fri Nov 03 15:38:53 GMT 2023","15206","firefox","","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Fri Nov 03 15:38:28 GMT 2023","Fri Nov 03 15:38:30 GMT 2023","2280","chromium","","","","","has title",""
"passed","Fri Nov 03 15:38:09 GMT 2023","Fri Nov 03 15:38:11 GMT 2023","2251","chromium","","Create room test","","","Create room",""
"passed","Fri Nov 03 15:38:45 GMT 2023","Fri Nov 03 15:38:58 GMT 2023","13356","firefox","","Authentication page","","","Login with wrong password",""
"passed","Fri Nov 03 15:38:45 GMT 2023","Fri Nov 03 15:38:59 GMT 2023","13758","firefox","","Authentication page","","","Login with wrong username",""
"passed","Fri Nov 03 15:38:07 GMT 2023","Fri Nov 03 15:38:09 GMT 2023","2698","chromium","","Authentication page","","","Login with wrong username",""
"passed","Fri Nov 03 15:38:07 GMT 2023","Fri Nov 03 15:38:10 GMT 2023","3161","chromium","","Authentication page","","","Successfull login",""
