"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 29 09:17:28 GMT 2024","Mon Apr 29 09:17:30 GMT 2024","1576","firefox","example.spec.js","","","","get started link",""
"passed","Mon Apr 29 09:16:51 GMT 2024","Mon Apr 29 09:16:55 GMT 2024","4326","chromium","Authentication.spec.js","Authentication page","","","Login with wrong password",""
"passed","Mon Apr 29 09:17:20 GMT 2024","Mon Apr 29 09:17:25 GMT 2024","4432","firefox","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Apr 29 09:17:34 GMT 2024","Mon Apr 29 09:17:38 GMT 2024","3316","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 100, one of the limit values",""
"passed","Mon Apr 29 09:17:22 GMT 2024","Mon Apr 29 09:17:25 GMT 2024","3357","firefox","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty room name",""
"passed","Mon Apr 29 09:17:16 GMT 2024","Mon Apr 29 09:17:20 GMT 2024","4089","firefox","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890123456789012",""
"passed","Mon Apr 29 09:17:07 GMT 2024","Mon Apr 29 09:17:12 GMT 2024","4753","firefox","ContactHotel.spec.js","Room management","","","Fill and submit contact form successfully @sanity",""
"passed","Mon Apr 29 09:17:12 GMT 2024","Mon Apr 29 09:17:16 GMT 2024","3882","firefox","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Apr 29 09:17:08 GMT 2024","Mon Apr 29 09:17:12 GMT 2024","4018","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 101, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:09 GMT 2024","Mon Apr 29 09:17:12 GMT 2024","2719","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty room name",""
"passed","Mon Apr 29 09:17:15 GMT 2024","Mon Apr 29 09:17:19 GMT 2024","3959","firefox","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890",""
"passed","Mon Apr 29 09:17:00 GMT 2024","Mon Apr 29 09:17:04 GMT 2024","3686","chromium","ContactHotel.spec.js","Room management","","","Empty phone field",""
"passed","Mon Apr 29 09:16:51 GMT 2024","Mon Apr 29 09:16:55 GMT 2024","4236","chromium","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Apr 29 09:17:25 GMT 2024","Mon Apr 29 09:17:30 GMT 2024","5311","firefox","EditRoom.spec.js","Edit room test","","","Edit room",""
"passed","Mon Apr 29 09:17:10 GMT 2024","Mon Apr 29 09:17:12 GMT 2024","1615","firefox","CreateAndBookRoomAPI.spec.js","Create and book room API test","","","Create and book room",""
"passed","Mon Apr 29 09:17:17 GMT 2024","Mon Apr 29 09:17:21 GMT 2024","4264","firefox","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
"passed","Mon Apr 29 09:17:02 GMT 2024","Mon Apr 29 09:17:07 GMT 2024","4755","firefox","Authentication.spec.js","Authentication page","","","Successfull login @sanity",""
"passed","Mon Apr 29 09:17:08 GMT 2024","Mon Apr 29 09:17:11 GMT 2024","3457","chromium","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 4, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:17 GMT 2024","Mon Apr 29 09:17:22 GMT 2024","4496","firefox","CreateRoom.spec.js","Room management","","","Create room #3 of type Double and price 200 successfully @sanity",""
"passed","Mon Apr 29 09:17:06 GMT 2024","Mon Apr 29 09:17:09 GMT 2024","2856","chromium","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Apr 29 09:17:23 GMT 2024","Mon Apr 29 09:17:27 GMT 2024","3685","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with valid length value of 5, one of the limit values",""
"passed","Mon Apr 29 09:17:04 GMT 2024","Mon Apr 29 09:17:10 GMT 2024","5178","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 19, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:10 GMT 2024","Mon Apr 29 09:17:20 GMT 2024","9940","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:25 GMT 2024","Mon Apr 29 09:17:30 GMT 2024","5110","firefox","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Apr 29 09:17:19 GMT 2024","Mon Apr 29 09:17:23 GMT 2024","3760","firefox","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 123456789012345678901",""
"passed","Mon Apr 29 09:16:56 GMT 2024","Mon Apr 29 09:17:01 GMT 2024","4163","chromium","ContactHotel.spec.js","Room management","","","Empty email field",""
"passed","Mon Apr 29 09:17:04 GMT 2024","Mon Apr 29 09:17:08 GMT 2024","4193","chromium","ContactHotel.spec.js","Room management","","","Phone with invalid length, less than 11 and more than 21 characters (limit values 10 and 22): 1234567890",""
"passed","Mon Apr 29 09:17:27 GMT 2024","Mon Apr 29 09:17:28 GMT 2024","1018","firefox","example.spec.js","","","","has title",""
"passed","Mon Apr 29 09:17:24 GMT 2024","Mon Apr 29 09:17:27 GMT 2024","3216","firefox","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Apr 29 09:17:20 GMT 2024","Mon Apr 29 09:17:24 GMT 2024","3773","firefox","ContactHotel.spec.js","Room management","","","Filling up the subject with invalid length value of 4, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:12 GMT 2024","Mon Apr 29 09:17:16 GMT 2024","4289","firefox","ContactHotel.spec.js","Room management","","","Empty subject field",""
"passed","Mon Apr 29 09:16:51 GMT 2024","Mon Apr 29 09:16:55 GMT 2024","4181","chromium","Authentication.spec.js","Authentication page","","","Successfull login @sanity",""
"passed","Mon Apr 29 09:17:16 GMT 2024","Mon Apr 29 09:17:20 GMT 2024","4812","firefox","CreateRoom.spec.js","Room management","","","Create room #2 of type Twin and price 150 successfully @sanity",""
"passed","Mon Apr 29 09:17:08 GMT 2024","Mon Apr 29 09:17:12 GMT 2024","3959","firefox","ContactHotel.spec.js","Room management","","","Empty email field",""
"passed","Mon Apr 29 09:16:56 GMT 2024","Mon Apr 29 09:17:01 GMT 2024","4130","chromium","ContactHotel.spec.js","Room management","","","Empty name field",""
"passed","Mon Apr 29 09:17:03 GMT 2024","Mon Apr 29 09:17:06 GMT 2024","2794","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 20, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:20 GMT 2024","Mon Apr 29 09:17:24 GMT 2024","4556","firefox","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Apr 29 09:17:02 GMT 2024","Mon Apr 29 09:17:06 GMT 2024","4039","firefox","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Apr 29 09:17:08 GMT 2024","Mon Apr 29 09:17:12 GMT 2024","3337","chromium","CreateRoom.spec.js","Room management","","","Create room #5 of type Suite and price 300 successfully @sanity",""
"passed","Mon Apr 29 09:16:51 GMT 2024","Mon Apr 29 09:16:55 GMT 2024","3901","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 19, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:12 GMT 2024","Mon Apr 29 09:17:15 GMT 2024","2923","firefox","ContactHotel.spec.js","Room management","","","Empty message field",""
"passed","Mon Apr 29 09:17:09 GMT 2024","Mon Apr 29 09:17:12 GMT 2024","2736","chromium","CreateRoom.spec.js","Room management","","","Cant create room successfully with empty price field",""
"passed","Mon Apr 29 09:17:04 GMT 2024","Mon Apr 29 09:17:17 GMT 2024","12783","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2001, one of the limit invalid values",""
"passed","Mon Apr 29 09:17:05 GMT 2024","Mon Apr 29 09:17:10 GMT 2024","5450","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 20, one of the limit invalid values",""
"passed","Mon Apr 29 09:16:55 GMT 2024","Mon Apr 29 09:17:04 GMT 2024","9302","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
