"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 09:20:47 GMT 2024","Mon Jul 22 09:20:57 GMT 2024","10292","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2001, one of the limit invalid values",""
"passed","Mon Jul 22 09:21:00 GMT 2024","Mon Jul 22 09:21:04 GMT 2024","3333","chromium","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Jul 22 09:21:00 GMT 2024","Mon Jul 22 09:21:10 GMT 2024","9518","firefox","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 2000, one of the limit invalid values",""
"passed","Mon Jul 22 09:21:19 GMT 2024","Mon Jul 22 09:21:20 GMT 2024","946","firefox","example.spec.js","","","","has title",""
"failed","Mon Jul 22 09:21:24 GMT 2024","Mon Jul 22 09:21:24 GMT 2024","307","firefox","EditRoomApiUI.spec.js","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Mon Jul 22 09:21:11 GMT 2024","Mon Jul 22 09:21:16 GMT 2024","4667","firefox","CreateRoom.spec.js","Room management","","","Create room #4 of type Family and price 250 successfully @sanity",""
"passed","Mon Jul 22 09:21:09 GMT 2024","Mon Jul 22 09:21:13 GMT 2024","3747","chromium","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 123456789012345678901",""
"passed","Mon Jul 22 09:20:47 GMT 2024","Mon Jul 22 09:20:51 GMT 2024","3933","chromium","ContactHotel.spec.js","Room management","","","Filling up the message with invalid length value of 19, one of the limit invalid values",""
"passed","Mon Jul 22 09:21:13 GMT 2024","Mon Jul 22 09:21:16 GMT 2024","3281","firefox","ContactHotel.spec.js","Room management","","","Phone with valid length, (limit values 11 and 21): 12345678901",""
"passed","Mon Jul 22 09:21:07 GMT 2024","Mon Jul 22 09:21:11 GMT 2024","3529","firefox","CreateRoom.spec.js","Room management","","","Create room #1 of type Single and price 80 successfully @sanity",""
"passed","Mon Jul 22 09:20:54 GMT 2024","Mon Jul 22 09:20:58 GMT 2024","4465","chromium","Authentication.spec.js","Authentication page","","","Login with wrong username",""
"passed","Mon Jul 22 09:21:03 GMT 2024","Mon Jul 22 09:21:06 GMT 2024","3569","firefox","ContactHotel.spec.js","Room management","","","Empty email field",""
