"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 31 14:23:48 GMT 2023","Tue Oct 31 14:23:51 GMT 2023","2503","chromium","","","","","has title",""
"passed","Tue Oct 31 14:23:44 GMT 2023","Tue Oct 31 14:23:51 GMT 2023","6674","chromium","","Authentication page","","","Successfull login",""
"passed","Tue Oct 31 14:23:51 GMT 2023","Tue Oct 31 14:23:59 GMT 2023","7621","chromium","","Edit room test","","","Edit room",""
"passed","Tue Oct 31 14:24:03 GMT 2023","Tue Oct 31 14:24:11 GMT 2023","8100","firefox","","Edit room test","","","Edit room",""
"passed","Tue Oct 31 14:23:49 GMT 2023","Tue Oct 31 14:24:02 GMT 2023","12449","firefox","","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Tue Oct 31 14:23:50 GMT 2023","Tue Oct 31 14:23:52 GMT 2023","1442","chromium","","Create and book room API test","","","Create and book room",""
"passed","Tue Oct 31 14:23:48 GMT 2023","Tue Oct 31 14:23:53 GMT 2023","4888","firefox","","","","","has title",""
"passed","Tue Oct 31 14:23:50 GMT 2023","Tue Oct 31 14:23:55 GMT 2023","4447","chromium","","Create room test","","","Create room",""
"passed","Tue Oct 31 14:23:51 GMT 2023","Tue Oct 31 14:23:54 GMT 2023","2917","chromium","","","","","get started link",""
"passed","Tue Oct 31 14:23:43 GMT 2023","Tue Oct 31 14:23:50 GMT 2023","6977","chromium","","Authentication page","","","Login with wrong password",""
"passed","Tue Oct 31 14:24:03 GMT 2023","Tue Oct 31 14:24:10 GMT 2023","6426","firefox","","Create room test","","","Create room",""
"passed","Tue Oct 31 14:23:44 GMT 2023","Tue Oct 31 14:23:50 GMT 2023","6399","chromium","","Authentication page","","","Login with wrong username",""
"passed","Tue Oct 31 14:24:25 GMT 2023","Tue Oct 31 14:24:30 GMT 2023","5264","chromium","","Create (API) and edit (UI) room test","","","Create and edit room",""
"passed","Tue Oct 31 14:23:52 GMT 2023","Tue Oct 31 14:24:03 GMT 2023","10824","firefox","","Authentication page","","","Login with wrong password",""
"passed","Tue Oct 31 14:23:52 GMT 2023","Tue Oct 31 14:24:02 GMT 2023","10218","firefox","","Authentication page","","","Login with wrong username",""
"passed","Tue Oct 31 14:24:09 GMT 2023","Tue Oct 31 14:24:14 GMT 2023","5948","firefox","","Authentication page","","","Successfull login",""
"passed","Tue Oct 31 14:23:53 GMT 2023","Tue Oct 31 14:23:57 GMT 2023","4036","firefox","","","","","get started link",""
"passed","Tue Oct 31 14:24:02 GMT 2023","Tue Oct 31 14:24:04 GMT 2023","2432","firefox","","Create and book room API test","","","Create and book room",""
